event_id,long,lat,eiso,dist,angle,time_utc,seen,obs_time,end_time
591,5.213,-0.762,1.54e+51,1090000.0,23.133,2012-07-20 15:28:22.210,True,1,61
592,5.912,-0.291,1.2199999999999999e+51,338000.0,76.892,2012-08-09 18:51:39.199,False,-1,-1
593,3.452,-0.394,1.55e+48,374000.0,58.054,2012-06-21 00:36:34.263,True,1,61
594,5.881,-0.948,2.86e+49,1400000.0,4.547,2012-08-20 15:59:14.846,True,155,215
595,1.238,0.975,2.2599999999999998e+51,5070000.0,27.899,2012-06-11 10:11:36.441,True,1,61
596,1.82,-0.341,8.339999999999991e+50,574000.0,67.028,2011-11-08 21:55:56.858,False,-1,-1
597,1.769,-0.617,1.05e+50,7660000.0,52.654,2012-05-25 03:12:16.193,False,-1,-1
598,4.631,0.886,1.1299999999999999e+51,790000.0,37.539,2012-02-23 10:46:14.880,True,395,455
599,4.41,-0.318,1.06e+48,662000.0,46.107,2011-11-11 09:11:32.762,False,-1,-1
600,2.07,-0.357,9.09e+46,618000.0,42.778,2012-03-02 12:43:17.172,True,1,61
601,5.052,-0.457,6.64e+49,402000.0,62.311,2012-04-09 07:55:19.171,False,-1,-1
602,5.939,-0.246,2.84e+51,14300000.0,86.469,2012-07-04 16:23:43.731,False,-1,-1
603,3.236,-0.267,2.4399999999999998e+51,557000.0,42.156,2011-09-23 18:09:44.557,True,1,61
604,4.933,0.472,3.32e+50,709000.0,89.634,2012-04-22 11:21:10.731,False,-1,-1
605,1.836,0.542,9.05e+48,3770000.0,85.437,2012-05-12 06:13:01.640,False,-1,-1
606,4.527,0.543,1.1299999999999999e+51,416000.0,50.039,2012-02-14 13:05:45.457,False,-1,-1
607,4.243,-1.161,3.58e+51,1030000.0,13.812,2012-01-17 20:59:55.274,True,1,61
608,4.026,-0.918,1.55e+49,761000.0,22.32,2011-11-15 06:53:00.526,True,1,61
609,1.684,-0.284,1.81e+48,306000.0,48.998,2012-09-09 01:59:16.801,False,-1,-1
610,2.711,-0.28,1.1300000000000001e+52,200000.0,72.145,2012-03-29 14:27:22.428,False,-1,-1
611,2.917,-1.043,7.719999999999991e+50,783000.0,33.008,2012-08-08 09:16:26.634,False,-1,-1
612,5.421,-0.917,1.54e+51,432000.0,55.075,2012-07-28 12:05:17.875,False,-1,-1
613,2.878,0.854,9.03e+49,336000.0,75.481,2011-12-01 00:34:20.979,False,-1,-1
614,3.034,-0.305,1.2300000000000002e+50,707000.0,44.375,2012-07-15 12:24:22.821,False,-1,-1
615,3.819,0.048,3.07e+51,722000.0,18.48,2011-12-13 17:18:04.463,True,1,61
616,1.812,0.745,1.9399999999999998e+51,977000.0,11.899,2012-07-09 12:20:25.841,True,1,61
617,0.821,-0.026,3.58e+51,450000.0,13.986,2012-01-15 15:41:22.159,True,1,61
618,1.394,-0.225,3.58e+51,199000.0,83.547,2012-07-04 03:01:20.073,False,-1,-1
619,4.349,-0.588,8.38e+48,338000.0,32.776,2011-09-15 22:18:10.820,False,-1,-1
620,5.774,1.018,1.43e+50,1020000.0,14.878,2012-08-30 23:08:07.982,True,93,153
621,1.415,1.027,3.09e+49,10100000.0,47.496,2012-03-04 08:59:45.667,False,-1,-1
622,1.105,-1.139,2.4399999999999998e+51,711000.0,37.28,2012-03-10 02:45:01.175,True,1,61
623,2.142,-0.13,1.9399999999999998e+51,678000.0,23.632,2011-10-25 15:32:10.148,True,1,61
624,3.37,0.608,1.8e+49,503000.0,35.822,2011-11-03 15:07:29.026,True,1,61
625,5.668,0.537,1.3199999999999999e+51,667000.0,66.672,2012-07-20 06:40:42.155,False,-1,-1
626,4.715,-0.073,3.07e+51,523000.0,49.498,2012-02-28 16:14:18.380,True,361,421
627,5.327,0.988,1.06e+48,546000.0,60.514,2011-12-31 18:19:56.896,True,1,61
628,5.321,-0.87,1.54e+51,371000.0,55.645,2011-11-11 19:36:20.841,False,-1,-1
629,3.813,1.111,2.6400000000000003e+50,856000.0,42.443,2012-08-20 18:22:11.012,False,-1,-1
630,1.854,-0.236,3.3300000000000003e+49,556000.0,14.535,2012-06-03 03:55:03.634,True,1,61
631,1.766,-0.395,2.63e+51,2340000.0,24.018,2012-01-05 17:02:16.869,True,1,61
632,0.109,-0.058,3.3300000000000003e+49,647000.0,12.434,2012-01-13 01:26:52.813,True,1,61
633,4.72,0.482,4.520000000000001e+50,822000.0,50.49,2011-12-04 21:07:25.722,False,-1,-1
634,1.889,0.44,1.1400000000000001e+49,286000.0,36.348,2012-06-10 15:06:36.786,True,55,115
635,6.118,-1.008,5.71e+48,1120000.0,26.165,2011-12-19 14:55:10.225,True,2,62
636,5.397,-0.664,2.84e+51,2810000.0,75.967,2012-01-10 02:06:09.988,False,-1,-1
637,4.98,1.086,8.36e+49,424000.0,20.375,2012-04-03 10:34:36.941,False,-1,-1
638,5.984,-0.431,1.56e+47,518000.0,40.634,2011-10-14 12:29:15.594,False,-1,-1
639,5.763,0.173,1.81e+48,751000.0,41.467,2012-06-27 03:01:44.368,False,-1,-1
640,5.22,0.035,1.9399999999999998e+51,286000.0,41.88,2012-06-04 08:18:57.054,False,-1,-1
641,1.205,-0.399,1.8e+51,250000.0,80.169,2011-11-09 15:20:17.543,False,-1,-1
642,5.653,0.775,1.95e+49,188000.0,63.763,2012-07-26 10:41:53.568,False,-1,-1
643,6.176,-1.381,2.63e+51,805000.0,17.487,2012-08-25 18:19:20.074,True,1,61
644,5.891,0.574,2.4399999999999998e+51,314000.0,22.017,2012-08-11 16:36:45.910,True,2,62
645,2.594,0.014,1.67e+50,7540000.0,71.052,2012-08-14 14:13:43.292,False,-1,-1
646,1.878,-0.246,8.339999999999991e+50,248000.0,42.339,2012-02-22 08:24:14.991,False,-1,-1
647,1.891,-0.32,1.3300000000000002e+49,785000.0,36.794,2012-08-22 14:35:15.104,True,751,811
648,1.308,0.497,9.749999999999989e+49,274000.0,36.842,2012-06-12 01:44:55.162,True,1,61
649,2.069,-1.278,5.26e+50,693000.0,35.675,2012-02-15 09:13:52.426,True,2498,2558
650,2.44,0.956,1.2199999999999999e+51,433000.0,38.81,2012-07-18 12:12:02.366,True,1,61
651,3.025,-0.02,2.2600000000000003e+50,872000.0,8.895,2012-05-31 13:15:02.614,True,1,61
652,4.746,1.209,4.5000000000000006e+51,182000.0,37.82,2012-01-29 04:47:55.560,False,-1,-1
653,0.099,-0.431,1.0499999999999999e+51,432000.0,36.779,2011-10-21 12:32:32.853,False,-1,-1
654,0.751,0.796,5.26e+50,615000.0,37.215,2012-07-06 13:20:58.213,True,5,65
655,0.779,-0.346,5.680000000000001e+50,575000.0,47.775,2012-04-17 10:59:06.016,False,-1,-1
656,0.413,0.261,4.1699999999999995e+51,764000.0,39.108,2011-11-27 21:45:52.148,True,1122,1182
657,5.712,-0.428,4.8800000000000005e+50,220000.0,73.513,2012-02-08 16:30:02.259,False,-1,-1
658,4.124,0.356,2.85e+50,3590000.0,59.665,2011-11-06 06:22:54.469,False,-1,-1
659,2.891,0.853,1.66e+51,1130000.0,56.919,2012-03-04 07:40:40.833,False,-1,-1
660,3.055,0.316,1.0499999999999999e+51,930000.0,38.446,2012-09-10 16:30:49.036,True,2434,2494
661,1.769,-0.436,2.46e+47,774000.0,20.366,2011-11-15 02:41:42.487,False,-1,-1
662,2.213,-0.787,1.05e+50,1880000.0,23.869,2012-08-07 01:00:07.147,True,61,121
663,0.872,-0.579,5.680000000000001e+50,390000.0,19.477,2012-03-19 21:00:55.415,True,1,61
664,5.714,-0.198,9.77e+48,606000.0,20.145,2011-11-30 21:45:41.203,True,1,61
665,3.335,-0.38,3.08e+50,1520000.0,40.137,2011-10-24 04:14:52.280,False,-1,-1
666,1.658,0.381,2.11e+48,371000.0,30.23,2011-11-05 11:46:37.245,True,679,739
667,5.03,-0.841,7.22e+46,503000.0,33.164,2012-02-16 19:18:48.822,True,1,61
668,5.292,0.896,3.88e+49,206000.0,48.158,2012-07-25 16:07:45.423,False,-1,-1
669,4.689,0.663,9.77e+48,12400000.0,48.669,2011-10-19 19:48:55.351,False,-1,-1
670,5.078,0.049,2.1e+49,782000.0,8.23,2012-01-22 21:15:58.726,True,1,61
671,2.687,0.605,1.0499999999999999e+51,415000.0,84.143,2012-01-03 05:22:55.308,False,-1,-1
672,0.601,-0.639,1.14e+50,773000.0,60.302,2012-06-16 01:29:31.658,False,-1,-1
673,1.338,0.419,9.749999999999989e+49,337000.0,61.634,2012-01-26 05:53:26.718,False,-1,-1
674,4.106,-0.816,7.77999999999999e+47,703000.0,19.788,2011-10-02 02:02:16.594,False,-1,-1
675,0.292,-0.412,4.5000000000000006e+51,559000.0,18.389,2012-04-18 09:33:55.022,True,3468,3528
676,3.673,-0.413,2.1e+50,1270000.0,0.706,2012-02-12 09:31:17.353,True,1,61
677,2.952,0.323,4.5000000000000006e+51,417000.0,58.867,2012-05-07 04:02:13.085,False,-1,-1
678,0.698,0.743,2.28e+48,13900000.0,52.391,2012-08-25 17:28:30.418,False,-1,-1
679,0.841,0.519,3.6e+49,904000.0,43.355,2012-04-03 21:46:40.480,False,-1,-1
680,1.902,-0.057,4.520000000000001e+50,231000.0,58.385,2012-04-24 22:18:04.511,False,-1,-1
681,5.734,0.608,3.09e+49,1270000.0,10.771,2011-10-02 04:45:25.282,True,1,61
682,0.624,0.099,1.54e+51,216000.0,27.432,2012-02-29 20:38:07.636,True,1,61
683,4.833,-0.504,1.14e+48,753000.0,52.5,2012-04-15 00:15:09.597,True,148,208
684,3.107,1.353,1.67e+50,547000.0,47.516,2012-08-15 23:15:57.245,False,-1,-1
685,4.224,0.739,1.79e+52,924000.0,29.477,2011-10-26 00:50:02.529,True,1,61
686,3.905,-0.519,7.719999999999991e+50,705000.0,3.22,2012-08-31 12:02:53.571,True,1,61
687,4.263,0.025,1.06e+48,614000.0,43.516,2012-04-30 00:09:45.157,False,-1,-1
688,2.789,-0.574,1.94e+50,972000.0,15.23,2011-09-21 07:11:03.745,True,1,61
689,3.106,-1.525,4.2000000000000003e+48,710000.0,23.619,2012-09-06 18:57:44.098,True,487,547
690,3.087,-0.465,1.95e+49,1210000.0,4.027,2012-06-26 11:59:43.263,True,1,61
691,3.33,-0.792,7.150000000000001e+50,786000.0,31.65,2011-12-12 05:20:00.942,False,-1,-1
692,1.837,-0.082,3.58e+51,378000.0,81.988,2012-02-02 07:06:50.824,True,2,62
693,0.022,-0.836,1.54e+51,730000.0,20.265,2012-06-15 04:07:20.106,True,1,61
694,5.232,-1.161,4.21e+47,773000.0,37.891,2012-08-08 17:21:37.891,True,19,79
695,5.304,1.195,9.72e+50,604000.0,42.341,2011-10-30 19:35:13.278,False,-1,-1
696,2.59,-0.425,2.1e+49,511000.0,37.822,2012-02-22 23:20:32.839,True,1,61
697,0.861,-0.448,3.6e+49,2130000.0,5.556,2012-02-27 06:33:55.540,True,1,61
698,2.484,0.258,1.8e+50,516000.0,21.933,2011-11-08 23:58:05.084,True,5,65
699,4.139,-0.822,7.17e+49,868000.0,30.015,2012-02-20 03:37:50.539,True,1,61
700,1.253,0.04,3.34e+48,507000.0,41.682,2012-08-06 05:03:42.377,True,269,329
701,1.356,-1.04,8.339999999999991e+50,551000.0,60.965,2012-08-24 09:17:41.420,False,-1,-1
702,4.304,-1.204,7.19e+48,987000.0,17.765,2012-01-22 04:12:41.227,True,7,67
703,3.271,0.368,1.43e+50,252000.0,9.364,2012-06-12 17:32:11.343,True,1,61
704,2.016,-0.198,3.07e+51,907000.0,43.133,2012-01-04 18:10:05.184,False,-1,-1
705,5.703,0.436,1.44e+48,3750000.0,32.784,2012-02-02 22:24:50.793,False,-1,-1
706,5.428,0.118,3.59e+50,387000.0,50.132,2012-04-25 03:10:37.106,False,-1,-1
707,1.468,0.236,1.3300000000000002e+49,855000.0,29.917,2011-10-10 12:21:32.925,False,-1,-1
708,1.745,-0.937,2.09e+51,760000.0,43.412,2011-12-23 09:26:30.128,False,-1,-1
709,4.956,-0.235,3.07e+51,157000.0,41.51,2011-09-28 00:21:40.514,True,1,61
710,2.95,-0.573,1.8099999999999998e+47,792000.0,36.797,2012-08-20 01:41:11.368,False,-1,-1
711,3.484,0.284,3.86e+51,511000.0,54.851,2012-07-25 23:34:08.547,False,-1,-1
712,5.745,-0.135,1.79e+52,1120000.0,8.47,2011-11-15 17:26:55.810,True,1,61
713,4.347,0.197,2.46e+47,727000.0,11.18,2011-12-12 05:01:09.363,True,1,61
714,6.193,-0.908,1.05e+49,574000.0,60.107,2011-12-02 07:24:55.095,True,1188,1248
715,1.774,0.006,3.58e+51,781000.0,80.08,2012-05-07 08:15:47.094,False,-1,-1
716,5.594,-0.707,3.08e+50,1320000.0,30.905,2012-02-19 04:56:45.962,True,445,505
717,1.106,0.656,3.08e+50,856000.0,21.819,2012-07-03 23:43:19.099,True,1,61
718,3.972,0.289,2.63e+51,691000.0,25.825,2012-02-08 07:05:57.943,True,1,61
719,1.189,0.351,9.03e+49,193000.0,71.327,2011-10-16 08:27:34.704,False,-1,-1
720,4.998,0.893,8.960000000000001e+52,536000.0,19.263,2012-07-27 08:33:02.883,True,274,334
721,5.021,-0.129,1.95e+48,236000.0,65.29,2012-04-23 04:24:53.413,False,-1,-1
722,3.897,-0.518,1.2200000000000002e+52,286000.0,62.32,2012-05-20 12:11:18.568,False,-1,-1
723,1.869,-0.158,2.4399999999999998e+51,610000.0,34.578,2012-06-05 23:18:13.305,False,-1,-1
724,3.919,0.335,2.45e+49,582000.0,21.028,2012-08-27 02:33:08.298,False,-1,-1
725,4.157,-0.282,1.54e+51,878000.0,23.115,2011-11-25 04:21:30.307,False,-1,-1
726,0.897,1.276,2.1e+50,750000.0,69.119,2012-03-12 07:26:58.225,True,1265,1325
727,6.11,-0.429,1.0499999999999999e+51,1430000.0,27.961,2012-01-13 21:25:59.709,True,56,116
728,2.993,1.171,1.66e+51,391000.0,73.813,2012-03-17 02:33:44.090,False,-1,-1
729,4.603,-0.652,6.14e+50,564000.0,16.787,2012-08-01 16:37:47.884,True,1,61
730,3.289,-1.235,1.94e+50,494000.0,71.96,2012-03-20 20:32:29.724,False,-1,-1
731,0.051,0.488,1.81e+48,323000.0,65.403,2012-04-17 11:50:51.009,False,-1,-1
732,2.039,0.25,2.63e+51,686000.0,33.241,2012-05-30 16:41:29.977,True,1,61
733,4.351,-0.181,6.17e+48,137000.0,37.971,2012-03-19 13:27:06.740,True,205,265
734,6.166,0.721,1.55e+49,607000.0,30.938,2012-01-16 00:13:41.011,True,1,61
735,2.197,-0.193,5.680000000000001e+50,513000.0,61.69,2012-08-15 05:09:15.125,False,-1,-1
736,2.802,-0.479,2.63e+51,195000.0,57.654,2012-07-25 20:20:33.472,False,-1,-1
737,0.195,-0.435,3.87e+50,1200000.0,28.689,2011-09-18 21:47:17.252,True,924,984
738,5.658,-0.325,9e+50,548000.0,34.151,2011-11-30 11:27:02.869,True,100,160
739,0.735,0.308,6.63e+50,631000.0,37.485,2011-11-05 08:56:07.567,False,-1,-1
740,0.234,0.458,3.3300000000000003e+49,466000.0,59.161,2012-07-17 10:43:47.831,False,-1,-1
741,6.223,-0.884,1.2199999999999999e+51,1140000.0,19.427,2011-12-08 15:45:11.888,True,21,81
742,0.114,0.277,1.43e+50,543000.0,74.557,2011-11-05 01:52:57.568,False,-1,-1
743,5.889,-0.583,6.64e+49,503000.0,37.071,2012-01-26 03:55:56.776,True,1,61
744,6.137,0.837,6.119999999999999e+51,685000.0,9.466,2012-06-07 22:21:38.428,True,1,61
745,1.361,-0.71,2.6400000000000003e+50,1030000.0,11.069,2011-11-20 17:47:27.104,True,1,61
746,4.99,0.169,7.7e+51,749000.0,13.394,2012-02-17 14:30:29.288,True,1,61
747,1.43,-1.05,2.2600000000000003e+50,296000.0,9.379,2012-01-25 00:09:35.972,True,1,61
748,4.204,0.705,1.2199999999999999e+51,760000.0,25.033,2012-06-29 20:33:36.241,True,14,74
749,4.204,0.727,2.09e+51,482000.0,43.477,2011-09-30 20:23:08.621,False,-1,-1
750,3.049,0.239,1.43e+49,192000.0,15.935,2011-12-09 04:49:04.733,True,1,61
751,2.718,-0.509,1.3199999999999999e+51,201000.0,34.381,2012-01-06 05:15:30.483,True,1,61
752,1.957,0.358,2.09e+51,3440000.0,17.211,2011-09-24 14:45:32.838,True,1,61
753,5.659,-1.034,1.67e+50,1070000.0,8.508,2012-02-11 09:17:43.215,True,1,61
754,6.16,-0.396,9.06999999999999e+47,1190000.0,34.482,2012-05-12 02:07:15.212,True,10,70
755,5.916,0.842,7.150000000000001e+50,1010000.0,42.358,2012-07-22 05:22:25.208,False,-1,-1
756,3.399,0.484,2.1e+50,638000.0,61.81,2012-05-21 03:09:58.926,False,-1,-1
757,2.454,0.648,5.28e+49,716000.0,53.337,2011-11-10 05:41:08.772,False,-1,-1
758,2.081,-1.077,6.17e+48,704000.0,18.997,2012-09-09 02:23:18.775,True,12,72
759,0.67,0.13,5.29e+48,1160000.0,15.091,2012-04-18 08:22:03.755,True,1,61
760,2.048,-0.89,2.63e+51,517000.0,32.305,2012-01-09 19:58:45.262,True,1,61
761,4.989,-1.19,2.45e+49,104000.0,57.033,2011-10-12 01:19:09.474,False,-1,-1
762,3.747,0.338,1.94e+50,309000.0,51.219,2011-10-18 09:49:47.118,True,253,313
763,4.567,0.02,7.76e+48,581000.0,60.394,2011-11-22 09:10:27.930,False,-1,-1
764,6.143,-1.068,3.58e+51,703000.0,23.79,2011-10-06 17:18:43.009,True,1,61
765,0.941,0.58,3.08e+50,1030000.0,42.651,2011-10-13 06:49:34.040,True,1,61
766,6.193,-0.241,3.89e+48,890000.0,23.038,2012-01-05 12:27:38.750,True,1,61
767,1.147,-0.824,1.6799999999999998e+47,446000.0,52.445,2012-02-29 21:08:44.699,False,-1,-1
768,4.712,0.855,2.65e+49,536000.0,71.903,2011-12-10 20:13:54.555,False,-1,-1
769,5.184,0.149,3.87e+50,422000.0,45.402,2012-07-10 13:18:13.053,False,-1,-1
770,0.668,0.175,2.09e+51,423000.0,28.701,2012-02-27 00:07:11.989,True,312,372
771,0.434,0.125,1.8e+49,486000.0,9.949,2011-11-12 11:19:21.127,True,1,61
772,2.921,-0.17,2.84e+51,351000.0,3.968,2012-01-22 19:49:15.873,True,1,61
773,0.708,-1.08,9.749999999999989e+49,595000.0,68.314,2011-11-26 15:47:18.395,False,-1,-1
774,5.588,-1.055,2.2600000000000003e+50,11100000.0,58.0,2012-01-24 07:02:01.527,False,-1,-1
775,1.694,-0.322,1.14e+48,1880000.0,9.077,2012-08-25 07:06:14.142,True,1,61
776,2.004,0.028,3.59e+50,3680000.0,14.564,2011-10-09 05:00:22.942,True,1,61
777,3.031,0.707,6.61e+51,691000.0,88.01,2012-06-24 00:25:04.560,False,-1,-1
778,2.406,0.287,6.63e+50,1170000.0,42.056,2012-08-07 12:21:02.928,False,-1,-1
779,2.373,-0.616,7.74e+49,926000.0,28.734,2012-03-30 17:23:15.417,False,-1,-1
780,2.016,-0.04,2.45e+50,188000.0,51.019,2012-03-05 09:28:53.964,False,-1,-1
781,5.173,0.604,1.3200000000000002e+52,1250000.0,7.264,2012-01-24 13:57:20.827,True,1,61
782,3.101,0.708,1.43e+51,385000.0,43.05,2012-02-09 19:55:08.835,False,-1,-1
783,3.926,-0.475,1.05e+50,626000.0,28.15,2012-03-17 16:57:38.113,True,1,61
784,5.207,-1.046,7.150000000000001e+50,1840000.0,12.053,2011-12-06 09:32:07.389,True,1,61
785,5.856,1.17,1.14e+50,210000.0,62.04,2012-03-29 14:23:22.769,False,-1,-1
786,2.916,1.06,1.9399999999999998e+51,580000.0,40.996,2012-08-21 13:12:15.989,False,-1,-1
787,1.189,0.075,1.1299999999999999e+51,543000.0,36.722,2011-10-09 23:24:27.277,False,-1,-1
788,1.589,-0.63,3.87e+50,441000.0,32.591,2011-09-26 00:22:10.843,False,-1,-1
789,2.51,0.779,9.05e+48,539000.0,26.41,2012-04-26 22:40:02.273,False,-1,-1
790,5.091,1.099,9.77e+48,296000.0,18.313,2011-09-17 13:13:31.021,True,1,61
791,3.035,-0.257,6.14e+50,363000.0,34.765,2012-08-09 00:34:38.496,True,272,332
792,4.595,-0.629,3.59e+50,1280000.0,26.215,2012-08-24 14:34:50.024,True,1,61
793,4.429,-0.567,4.8800000000000005e+50,9160000.0,11.362,2012-01-06 13:36:44.362,True,1,61
794,6.074,-0.171,3.58e+51,735000.0,40.468,2012-06-14 00:27:30.328,False,-1,-1
795,6.105,0.896,1.9399999999999998e+51,481000.0,26.426,2012-01-12 08:48:03.390,True,1,61
796,1.297,-0.739,3.61e+47,1000000.0,17.888,2011-10-10 21:54:23.321,True,515,575
797,1.98,-0.985,4.5300000000000003e+49,716000.0,21.172,2012-05-25 05:13:23.331,True,2,62
798,2.413,-0.565,3.07e+51,12200000.0,11.298,2011-11-27 16:25:40.709,True,1,61
799,1.304,-0.378,8.38e+48,849000.0,34.926,2011-10-08 20:05:12.350,False,-1,-1
800,1.903,0.651,2.09e+52,248000.0,40.69,2012-03-18 03:46:01.206,False,-1,-1
801,5.035,-0.105,1.3300000000000002e+49,408000.0,46.459,2011-10-03 03:14:59.199,False,-1,-1
802,1.854,0.393,6.64e+49,958000.0,9.21,2011-12-05 00:28:27.515,True,1,61
803,3.805,0.945,1.54e+50,452000.0,34.378,2012-05-11 22:07:18.804,True,1,61
804,0.5,1.188,1.14e+50,937000.0,26.057,2012-01-23 20:47:56.007,False,-1,-1
805,1.549,-0.233,1.3199999999999999e+51,533000.0,76.22,2012-08-28 05:35:29.847,False,-1,-1
806,3.03,1.431,3.61e+48,125000.0,46.271,2011-12-14 12:04:58.206,True,103,163
807,0.642,0.738,1.8e+49,1480000.0,30.963,2012-06-08 14:07:18.066,False,-1,-1
808,4.348,0.883,2.2599999999999998e+51,1170000.0,17.767,2011-10-26 18:46:45.197,False,-1,-1
809,3.635,-0.813,3.89e+48,398000.0,66.371,2011-11-10 02:19:15.024,False,-1,-1
810,6.168,-0.833,1.54e+51,293000.0,24.935,2012-01-26 17:02:52.604,True,1,61
811,2.563,0.825,6.63e+50,379000.0,37.515,2012-02-03 05:31:51.986,False,-1,-1
812,0.427,0.556,1.05e+50,190000.0,26.926,2011-12-16 10:01:24.732,True,13,73
813,3.113,-0.657,6.119999999999999e+51,874000.0,50.479,2012-06-17 14:18:16.268,False,-1,-1
814,5.893,-0.529,1.54e+51,1090000.0,37.647,2011-10-07 13:34:04.050,True,1,61
815,0.374,-0.91,1.14e+50,1060000.0,49.86,2011-12-15 11:15:47.068,False,-1,-1
816,2.316,0.846,6.61e+51,767000.0,44.751,2012-03-18 13:15:58.235,True,1164,1224
817,1.571,-0.395,6.64e+49,587000.0,48.252,2012-04-26 09:09:27.823,True,668,728
818,1.808,0.538,2.09e+51,1070000.0,39.001,2011-10-03 00:53:49.439,False,-1,-1
819,5.466,-0.653,4.89e+49,284000.0,61.291,2011-09-27 06:55:52.928,False,-1,-1
820,2.852,-1.325,6.61e+51,650000.0,3.953,2012-07-28 21:26:59.149,True,1,61
821,1.288,-1.111,9e+50,607000.0,50.6,2011-11-11 14:12:15.550,True,473,533
822,3.873,0.938,1.8e+50,868000.0,29.805,2012-04-23 04:28:28.775,False,-1,-1
823,3.763,0.279,6.61e+51,1520000.0,17.319,2012-04-02 07:34:34.893,True,1,61
824,0.694,-0.045,1.8e+49,660000.0,45.321,2012-05-03 21:12:54.741,False,-1,-1
825,0.524,0.303,2.09e+51,581000.0,43.159,2011-11-29 00:50:37.397,False,-1,-1
826,2.014,-0.467,6.119999999999999e+51,835000.0,32.935,2012-04-12 10:07:53.405,False,-1,-1
827,5.406,-1.167,2.4399999999999998e+51,601000.0,45.491,2012-02-28 00:26:27.376,False,-1,-1
828,5.984,-0.944,2.2600000000000003e+50,1010000.0,16.888,2011-10-02 11:53:47.200,False,-1,-1
829,0.996,-0.049,3.88e+49,650000.0,47.539,2012-07-11 15:29:18.832,False,-1,-1
830,1.446,0.556,9e+50,786000.0,32.093,2012-01-02 02:32:31.795,False,-1,-1
831,4.515,1.491,2.85e+50,469000.0,58.112,2012-07-08 21:41:57.895,False,-1,-1
832,5.397,0.326,1.3199999999999999e+51,456000.0,71.851,2012-05-14 17:10:56.462,False,-1,-1
833,5.787,-1.254,5.680000000000001e+50,537000.0,28.797,2012-03-07 12:58:46.275,True,39,99
834,3.188,1.443,5.7e+49,755000.0,19.003,2011-10-10 07:45:39.520,False,-1,-1
835,3.17,0.367,9.77e+48,881000.0,22.889,2012-05-08 19:43:00.223,True,1,61
836,1.252,0.106,1.54e+51,1310000.0,16.206,2012-01-11 18:33:24.278,True,1,61
837,0.404,0.259,3.07e+51,628000.0,34.037,2012-01-30 17:11:17.183,False,-1,-1
838,0.902,1.154,1.1400000000000001e+49,548000.0,6.693,2012-03-14 08:38:04.296,True,1,61
839,0.862,0.874,1.43e+51,388000.0,20.138,2012-02-02 23:37:20.801,False,-1,-1
840,6.178,0.255,3.3099999999999995e+51,881000.0,26.703,2012-06-27 23:44:04.065,True,1,61
841,4.169,-1.128,2.2500000000000003e+52,545000.0,13.531,2012-01-22 00:33:59.533,True,1,61
842,0.782,-0.316,7.19e+48,626000.0,8.997,2012-03-30 08:55:32.500,True,1,61
843,5.112,0.523,1.9399999999999998e+51,395000.0,24.844,2011-10-13 21:31:11.303,True,1,61
844,1.669,-0.231,2.1e+50,1400000.0,11.712,2011-12-21 02:14:55.165,True,1,61
845,4.048,0.51,5.71e+48,1120000.0,28.773,2011-12-15 19:04:56.644,False,-1,-1
846,1.677,1.293,4.520000000000001e+50,7660000.0,46.186,2012-03-15 07:49:13.889,False,-1,-1
847,5.803,-0.485,1.0500000000000001e+52,504000.0,32.254,2012-08-14 14:36:40.824,False,-1,-1
848,4.0,0.115,1.55e+48,141000.0,12.956,2011-10-25 12:28:07.380,True,1,61
849,4.973,-1.276,6.63e+50,2380000.0,84.311,2012-05-15 17:27:37.252,False,-1,-1
850,2.505,0.487,9e+50,824000.0,56.719,2011-11-06 10:01:08.072,False,-1,-1
851,1.122,0.49,2.63e+51,309000.0,49.578,2012-07-09 16:27:04.181,True,906,966
852,4.637,0.139,1.66e+51,472000.0,44.063,2011-12-18 08:30:34.060,True,1902,1962
853,2.765,-0.354,2.2600000000000003e+50,1320000.0,7.179,2012-02-27 17:07:02.662,True,1,61
854,3.847,-1.186,9.06999999999999e+47,365000.0,56.249,2012-01-24 22:28:38.552,False,-1,-1
855,4.728,-0.003,6.64e+49,647000.0,48.839,2012-07-10 17:29:22.962,True,2300,2360
856,5.032,-0.965,2.2599999999999998e+51,1860000.0,35.784,2012-05-29 20:23:00.840,False,-1,-1
857,1.626,-0.63,1.67e+50,560000.0,29.782,2012-06-13 11:55:05.919,True,1,61
858,2.457,0.968,3.86e+51,881000.0,39.954,2012-02-27 03:47:24.010,False,-1,-1
859,4.077,0.212,3.89e+48,700000.0,44.269,2012-08-07 01:59:32.386,False,-1,-1
860,5.422,-0.636,7.74e+49,513000.0,23.502,2012-05-13 02:09:18.743,True,163,223
861,2.933,0.468,1.2300000000000002e+50,392000.0,59.835,2012-06-19 14:58:38.004,False,-1,-1
862,1.601,0.231,2.45e+50,1450000.0,54.712,2012-09-06 15:05:10.363,False,-1,-1
863,0.314,-0.252,4.2000000000000003e+48,414000.0,61.753,2012-07-29 14:31:38.804,False,-1,-1
864,2.741,-0.568,9.72e+50,442000.0,7.882,2012-04-11 16:09:15.066,True,1,61
865,0.618,-0.105,8.36e+49,450000.0,55.576,2012-08-26 18:21:24.479,False,-1,-1
866,5.486,0.815,5.680000000000001e+50,679000.0,26.336,2011-11-08 23:00:47.554,True,1472,1532
867,4.282,0.944,1.8e+50,612000.0,30.642,2012-05-08 09:34:50.248,True,1025,1085
